NIR;FWI;DataAlerta;NIRAnt;AAAnt;FWIAnt
7;4.208460467;17-04-2006;6;0.024;2.864986815
14;1.69986612;18-04-2006;7;0.383;4.208460467
17;4.708522723;19-04-2006;14;17.903;1.69986612
9;5.077795427;20-04-2006;17;2.423;4.708522723
6;2.637248569;21-04-2006;9;0.634;5.077795427
4;1.320773867;22-04-2006;6;0.181;2.637248569
12;0.604282179;23-04-2006;4;0.22;1.320773867
20;2.344489018;24-04-2006;12;2.812;0.604282179
39;3.083929426;25-04-2006;20;14.511;2.344489018
21;4.546888349;26-04-2006;39;17.463;3.083929426
23;6.729207037;27-04-2006;21;9.931;4.546888349
37;9.153120536;28-04-2006;23;13.171;6.729207037
49;9.518728882;29-04-2006;37;26.511;9.153120536
50;9.061236871;30-04-2006;49;30.8209;9.518728882
44;9.680996534;01-05-2006;50;19.045;9.061236871
24;9.082712584;02-05-2006;44;19.8314;9.680996534
35;10.19192445;03-05-2006;24;10.791;9.082712584
20;8.796999821;04-05-2006;35;13.724;10.19192445
33;7.13769391;05-05-2006;20;6.2995;8.796999821
47;9.702470841;06-05-2006;33;23.0126;7.13769391
44;10.7487743;07-05-2006;47;16.3862;9.702470841
37;10.04384902;08-05-2006;44;11.573;10.7487743
65;11.14675372;09-05-2006;37;11.3412;10.04384902
41;13.75021119;10-05-2006;65;46.9119;11.14675372
38;15.55899054;11-05-2006;41;106.423;13.75021119
57;11.14303626;12-05-2006;38;12.8342;15.55899054
70;12.31231996;13-05-2006;57;17.8621;11.14303626
86;15.46511412;14-05-2006;70;18.3705;12.31231996
56;15.29449876;15-05-2006;86;28.9825;15.46511412
74;13.64827125;16-05-2006;56;23.055;15.29449876
48;20.73815945;17-05-2006;74;30.5137;13.64827125
73;22.85043994;18-05-2006;48;9.5661;20.73815945
80;23.8639357;19-05-2006;73;42.9925;22.85043994
65;18.5244284;20-05-2006;80;13.0907;23.8639357
39;25.49077357;21-05-2006;65;15.477;18.5244284
29;26.24690422;22-05-2006;39;14.166;25.49077357
49;24.10718204;23-05-2006;29;6.552;26.24690422
74;21.76427222;24-05-2006;49;9.4297;24.10718204
72;27.09692574;25-05-2006;74;35.7536;21.76427222
130;33.48554718;26-05-2006;72;69.212;27.09692574
148;30.13527773;27-05-2006;130;59.1984;33.48554718
157;25.88906852;28-05-2006;148;257.4472;30.13527773
123;25.07836016;29-05-2006;157;193.2603;25.88906852
138;21.95749369;30-05-2006;123;324.086;25.07836016
159;31.12428141;31-05-2006;138;161.0558;21.95749369
143;29.28263428;01-06-2006;159;189.1655;31.12428141
169;25.10718121;02-06-2006;143;76.646;29.28263428
214;34.79130728;03-06-2006;169;63.0976;25.10718121
251;36.05713616;04-06-2006;214;551.6513;34.79130728
197;32.23682172;05-06-2006;251;3067.1635;36.05713616
222;40.63819346;06-06-2006;197;585.7786;32.23682172
187;32.82213816;07-06-2006;222;815.7386;40.63819346
146;30.0613103;08-06-2006;187;691.0803;32.82213816
110;26.96570804;09-06-2006;146;118.6137;30.0613103
116;11.11236059;10-06-2006;110;39.4361;26.96570804
142;17.50266099;11-06-2006;116;25.7574;11.11236059
106;21.53783192;12-06-2006;142;78.7981;17.50266099
35;6.405451255;13-06-2006;106;71.5621;21.53783192
15;1.599597411;14-06-2006;35;9.8327;6.405451255
10;4.189980792;15-06-2006;15;48.2975;1.599597411
17;1.157240368;16-06-2006;10;0.0989;4.189980792
9;0.35855324;17-06-2006;17;0.9131;1.157240368
45;0.89598199;18-06-2006;9;4.1913;0.35855324
46;6.091476694;19-06-2006;45;8.9662;0.89598199
62;9.027981289;20-06-2006;46;4.9486;6.091476694
65;12.09831941;21-06-2006;62;71.1812;9.027981289
83;13.85441603;22-06-2006;65;82.2672;12.09831941
109;15.18924899;23-06-2006;83;71.9536;13.85441603
115;13.65843436;24-06-2006;109;199.6345;15.18924899
88;11.81756788;25-06-2006;115;35.473;13.65843436
87;13.98329639;26-06-2006;88;30.573;11.81756788
101;14.28414908;27-06-2006;87;21.7657;13.98329639
80;14.51299007;28-06-2006;101;38.9327;14.28414908
108;14.04363635;29-06-2006;80;35.1691;14.51299007
131;15.06291306;30-06-2006;108;259.8645;14.04363635
103;14.99665149;01-07-2006;131;136.4025;15.06291306
96;16.4231953;02-07-2006;103;186.4017;14.99665149
123;15.68739258;03-07-2006;96;72.7718;16.4231953
110;14.97343276;04-07-2006;123;79.6825;15.68739258
130;19.7561711;05-07-2006;110;43.9802;14.97343276
131;19.56650412;06-07-2006;130;108.0019;19.7561711
195;21.06742092;07-07-2006;131;68.3057;19.56650412
135;24.3629432;08-07-2006;195;74.4536;21.06742092
228;23.77815505;09-07-2006;135;325.9926;24.3629432
149;23.68800878;10-07-2006;228;1230.9655;23.77815505
223;27.45664323;11-07-2006;149;499.5498;23.68800878
259;28.03700432;12-07-2006;223;3870.7121;27.45664323
278;26.86433742;13-07-2006;259;2215.0396;28.03700432
291;23.80887149;14-07-2006;278;584.4506;26.86433742
269;20.39852368;15-07-2006;291;1766.9073;23.80887149
256;28.02999028;16-07-2006;269;277.4782;20.39852368
227;37.13497319;17-07-2006;256;206.0836;28.02999028
133;30.76319128;18-07-2006;227;1427.2347;37.13497319
59;11.63448417;19-07-2006;133;193.9428;30.76319128
100;15.2321356;20-07-2006;59;146.8419;11.63448417
110;21.62353339;21-07-2006;100;29.6023;15.2321356
153;23.86683407;22-07-2006;110;39.0679;21.62353339
143;22.12950679;23-07-2006;153;110.2114;23.86683407
110;21.8940837;24-07-2006;143;93.6913;22.12950679
142;22.26036754;25-07-2006;110;30.1305;21.8940837
137;24.88408816;26-07-2006;142;191.0916;22.26036754
136;28.07677068;27-07-2006;137;493.4122;24.88408816
163;25.16079717;28-07-2006;136;96.5008;28.07677068
186;25.57887575;29-07-2006;163;127.5308;25.16079717
161;24.58350612;30-07-2006;186;153.5521;25.57887575
160;29.65053904;31-07-2006;161;169.2105;24.58350612
130;26.95943812;01-08-2006;160;548.9402;29.65053904
212;31.38758232;02-08-2006;130;191.3561;26.95943812
211;29.83704811;03-08-2006;212;329.3771;31.38758232
337;38.57447366;04-08-2006;211;846.7209;29.83704811
411;40.68561805;05-08-2006;337;2200.1579;38.57447366
537;47.04887389;06-08-2006;411;3237.1345;40.68561805
479;43.15171185;07-08-2006;537;9217.3483;47.04887389
513;47.53016073;08-08-2006;479;9230.0792;43.15171185
487;43.14494541;09-08-2006;513;3394.9095;47.53016073
520;45.25175709;10-08-2006;487;4015.3876;43.14494541
557;41.71671743;11-08-2006;520;5780.2429;45.25175709
471;41.23580584;12-08-2006;557;3374.4792;41.71671743
470;35.6296765;13-08-2006;471;1469.7289;41.23580584
296;30.20037775;14-08-2006;470;2178.4469;35.6296765
283;33.91110075;15-08-2006;296;200.3516;30.20037775
68;14.34820378;16-08-2006;283;1489.8112;33.91110075
29;8.903228292;17-08-2006;68;21.9701;14.34820378
18;8.013578034;18-08-2006;29;2.7683;8.903228292
39;10.70433502;19-08-2006;18;2.566;8.013578034
90;21.32299144;20-08-2006;39;5.0204;10.70433502
115;23.99825633;21-08-2006;90;35.0437;21.32299144
95;21.07687777;22-08-2006;115;21.5091;23.99825633
112;26.98265206;23-08-2006;95;89.8163;21.07687777
110;27.96066518;24-08-2006;112;151.8903;26.98265206
128;30.80185967;25-08-2006;110;61.4514;27.96066518
157;28.87923945;26-08-2006;128;1211.29;30.80185967
163;24.64440718;27-08-2006;157;259.4037;28.87923945
163;25.6992343;28-08-2006;163;125.1185;24.64440718
212;32.04400406;29-08-2006;163;120.5037;25.6992343
191;28.8908545;30-08-2006;212;570.2345;32.04400406
179;26.15616541;31-08-2006;191;136.6396;28.8908545
172;24.97376385;01-09-2006;179;824.7581;26.15616541
170;27.60959529;02-09-2006;172;532.0279;24.97376385
198;27.27917877;03-09-2006;170;150.9645;27.60959529
263;29.67206805;04-09-2006;198;339.6122;27.27917877
290;27.30839334;05-09-2006;263;1475.0705;29.67206805
252;31.20819424;06-09-2006;290;459.5305;27.30839334
203;27.67931412;07-09-2006;252;463.8806;31.20819424
228;27.7173407;08-09-2006;203;847.9017;27.67931412
259;26.74281966;09-09-2006;228;842.9833;27.7173407
231;19.71356607;10-09-2006;259;395.9941;26.74281966
132;16.41038551;11-09-2006;231;346.7944;19.71356607
128;17.9487767;12-09-2006;132;37.7723;16.41038551
72;20.35310469;13-09-2006;128;72.3946;17.9487767
53;8.654822885;14-09-2006;72;12.8619;20.35310469
57;13.35187275;15-09-2006;53;15.3001;8.654822885
96;16.49873101;16-09-2006;57;50.7424;13.35187275
66;15.68251163;17-09-2006;96;33.1537;16.49873101
85;17.35070047;18-09-2006;66;13.2839;15.68251163
94;17.56647244;19-09-2006;85;32.8381;17.35070047
133;22.44122538;20-09-2006;94;29.7802;17.56647244
49;1.060584054;21-09-2006;133;552.2549;22.44122538
27;3.108562685;22-09-2006;49;32.87035;1.060584054
16;1.409633768;23-09-2006;27;3.0408;3.108562685
20;7.603324149;24-09-2006;16;3.8339;1.409633768
21;4.892842856;25-09-2006;20;6.8437;7.603324149
43;3.769247748;26-09-2006;21;8.0743;4.892842856
38;6.013622313;27-09-2006;43;29.8786;3.769247748
42;7.798247762;28-09-2006;38;6.8653;6.013622313
24;5.944718515;29-09-2006;42;6.5701;7.798247762
15;4.338890588;30-09-2006;24;4.0813;5.944718515
25;4.597002264;01-10-2006;15;0.0872;4.338890588
35;10.69396261;02-10-2006;25;8.385;4.597002264
22;8.843340171;03-10-2006;35;26.7212;10.69396261
24;11.03727382;04-10-2006;22;13.697;8.843340171
45;13.56745067;05-10-2006;24;29.5729;11.03727382
41;11.43041901;06-10-2006;45;27.5802;13.56745067
39;11.46686531;07-10-2006;41;17.1939;11.43041901
42;7.739975408;08-10-2006;39;63.3503;11.46686531
31;8.058021236;09-10-2006;42;17.0892;7.739975408
28;14.00173706;10-10-2006;31;6.8618;8.058021236
14;7.91825102;11-10-2006;28;10.3998;14.00173706
37;11.49231705;12-10-2006;14;2.4163;7.91825102
64;9.935269406;13-10-2006;37;6.8467;11.49231705
65;11.42836856;14-10-2006;64;25.6259;9.935269406
53;13.96562071;15-10-2006;65;23.4815;11.42836856
5;4.289772821;16-10-2006;53;41.3953;13.96562071
2;0.323552164;17-10-2006;5;0.0711;4.289772821
2;0.322906619;18-10-2006;2;0.501;0.323552164
1;0.23306342;21-10-2006;0;0;0
1;0.627819441;22-10-2006;1;0.001;0.23306342
2;0.008372354;23-10-2006;1;0.001;0.627819441
1;0.204811312;27-10-2006;0;0;0
10;1.061427625;28-10-2006;1;0.01;0.204811312
17;3.237567715;29-10-2006;10;0.031;1.061427625
8;3.793328955;30-10-2006;17;2.207;3.237567715
7;1.425025309;31-10-2006;8;2.5311;3.793328955
5;1.223440666;01-11-2006;7;3.116;1.425025309
15;2.655293383;02-11-2006;5;0.014;1.223440666
2;0.344364458;04-11-2006;0;0;0
1;0.244152754;05-11-2006;2;0.07;0.344364458
3;0.285981878;06-11-2006;1;0.005;0.244152754
1;0.228311429;08-11-2006;0;0;0
6;0.637934243;09-11-2006;1;0.001;0.228311429
5;1.778765892;10-11-2006;6;0.081;0.637934243
7;1.268443316;11-11-2006;5;4.0012;1.778765892
4;2.009489107;12-11-2006;7;0.106;1.268443316
7;1.867430246;13-11-2006;4;0.003;2.009489107
5;3.059613546;14-11-2006;7;0.122;1.867430246
6;6.990413497;15-11-2006;5;2.0501;3.059613546
1;0.002840645;16-11-2006;6;0.163;6.990413497
1;0.68927335;17-11-2006;1;0;0.002840645
1;0.47763881;19-11-2006;0;0;0
1;0.157411737;20-11-2006;1;0.0001;0.47763881
1;3.234674261;22-11-2006;0;0;0
1;0.812134793;23-11-2006;1;0.0001;3.234674261
1;0.002801697;25-11-2006;0;0;0
1;0.321315749;29-11-2006;0;0;0
1;0.580937297;30-11-2006;1;0;0.321315749
2;1.05122082;01-12-2006;1;0.0003;0.580937297
1;0.159937876;03-12-2006;0;0;0
3;0.304396451;04-12-2006;1;0;0.159937876
1;1.867027968;05-12-2006;3;0.001;0.304396451
1;0.148258815;09-12-2006;0;0;0
1;2.149740306;10-12-2006;1;0.004;0.148258815
3;1.673347437;13-12-2006;0;0;0
6;3.160130056;15-12-2006;0;0;0
4;0.997127128;16-12-2006;6;0.0251;3.160130056
3;1.262732997;17-12-2006;4;0.012;0.997127128
2;3.006000364;18-12-2006;3;0.0033;1.262732997
3;2.561238181;19-12-2006;2;0.051;3.006000364
4;3.037396354;20-12-2006;3;0.011;2.561238181
6;2.357289785;21-12-2006;4;0.055;3.037396354
7;1.52541061;22-12-2006;6;0.181;2.357289785
11;4.175964869;23-12-2006;7;0.39;1.52541061
8;2.208001149;24-12-2006;11;0.1491;4.175964869
5;2.109995551;25-12-2006;8;2.0985;2.208001149
7;2.986588526;26-12-2006;5;4.031;2.109995551
12;4.068302087;27-12-2006;7;5.7205;2.986588526
21;3.650583525;28-12-2006;12;6.005;4.068302087
5;3.024499584;29-12-2006;21;10.325;3.650583525
5;1.869169662;30-12-2006;5;0.0225;3.024499584
6;1.521973989;31-12-2006;5;0.001;1.869169662
6;2.10597894;01-01-2007;6;0.5701;1.521973989
3;3.314277286;02-01-2007;6;0.0272;2.10597894
1;3.482216743;03-01-2007;3;0.002;3.314277286
2;2.116616733;04-01-2007;1;0.001;3.482216743
5;1.847389181;05-01-2007;2;0.002;2.116616733
4;1.088375581;06-01-2007;5;0.015;1.847389181
4;2.522212416;07-01-2007;4;0.0022;1.088375581
1;0.964799741;08-01-2007;4;0.0031;2.522212416
4;2.592394451;09-01-2007;1;0.001;0.964799741
5;2.322342823;10-01-2007;4;0.004;2.592394451
5;2.470787706;11-01-2007;5;0.0618;2.322342823
5;2.508478889;12-01-2007;5;0.0041;2.470787706
6;2.218724515;13-01-2007;5;0.0505;2.508478889
5;1.992652076;14-01-2007;6;0.2165;2.218724515
4;2.542973151;15-01-2007;5;0.512;1.992652076
2;1.640567025;16-01-2007;4;1.311;2.542973151
4;2.062678529;17-01-2007;2;0.0002;1.640567025
4;2.826936184;18-01-2007;4;0.018;2.062678529
7;2.432356962;19-01-2007;4;1.0101;2.826936184
3;1.078538324;20-01-2007;7;0.0031;2.432356962
5;2.900601242;21-01-2007;3;0.04;1.078538324
2;5.16928352;22-01-2007;5;2.532;2.900601242
1;1.139434704;23-01-2007;2;0.009;5.16928352
2;1.146537497;25-01-2007;0;0;0
13;4.170848004;26-01-2007;2;0.07;1.146537497
29;6.203970068;27-01-2007;13;61.3522;4.170848004
30;3.819653861;28-01-2007;29;18.8853;6.203970068
11;1.087899838;29-01-2007;30;18.5472;3.819653861
5;0.354948892;30-01-2007;11;0.096;1.087899838
5;0.242335857;31-01-2007;5;0.181;0.354948892
9;0.877340681;01-02-2007;5;0.451;0.242335857
15;1.438423395;02-02-2007;9;1.1315;0.877340681
14;0.867015512;03-02-2007;15;2.2763;1.438423395
10;0.807330764;04-02-2007;14;1.6538;0.867015512
5;0.763054439;05-02-2007;10;0.6417;0.807330764
4;1.664294199;06-02-2007;5;0.0231;0.763054439
5;2.286858068;07-02-2007;4;1.0012;1.664294199
2;0.011949934;09-02-2007;0;0;0
2;0.093416899;10-02-2007;2;0;0.011949934
1;0.013812883;11-02-2007;2;0.0001;0.093416899
1;0.000424952;14-02-2007;0;0;0
4;0.701794698;15-02-2007;1;0;0.000424952
1;2.208548714;16-02-2007;4;0.0051;0.701794698
1;0.049628845;17-02-2007;1;0.2;2.208548714
2;0.547557259;18-02-2007;1;0.0001;0.049628845
1;0.00198069;20-02-2007;0;0;0
8;0.239648529;21-02-2007;1;0;0.00198069
1;0.258929379;22-02-2007;8;0.5031;0.239648529
5;0.18188987;23-02-2007;1;0;0.258929379
2;0.395516976;24-02-2007;5;0.003;0.18188987
1;0.127528524;25-02-2007;2;0.011;0.395516976
5;1.050437069;26-02-2007;1;0.25;0.127528524
1;0.525383007;27-02-2007;5;1.0035;1.050437069
3;0.886240251;01-03-2007;0;0;0
3;0.490929324;02-03-2007;3;0.0002;0.886240251
7;0.757887962;03-03-2007;3;0.0011;0.490929324
1;0.728801623;04-03-2007;7;1.1121;0.757887962
1;2.050784075;05-03-2007;1;0.06;0.728801623
4;4.794105206;07-03-2007;0;0;0
7;2.188213004;08-03-2007;4;0.0214;4.794105206
9;2.769795427;09-03-2007;7;1.325;2.188213004
51;6.313790677;10-03-2007;9;0.5471;2.769795427
55;8.968524522;11-03-2007;51;17.4004;6.313790677
37;4.914580622;12-03-2007;55;26.8935;8.968524522
42;7.083204901;13-03-2007;37;14.8047;4.914580622
41;7.842570662;14-03-2007;42;15.6976;7.083204901
32;5.454297454;15-03-2007;41;88.931;7.842570662
69;7.57178242;16-03-2007;32;69.6836;5.454297454
91;7.983235538;17-03-2007;69;51.8992;7.57178242
61;6.54076639;18-03-2007;91;80.6661;7.983235538
37;12.23012355;19-03-2007;61;29.6671;6.54076639
53;12.4560618;20-03-2007;37;24.0722;12.23012355
58;13.91301329;21-03-2007;53;25.143;12.4560618
43;8.247370558;22-03-2007;58;18.0856;13.91301329
48;8.567525448;23-03-2007;43;13.0771;8.247370558
58;6.585394038;24-03-2007;48;17.7641;8.567525448
50;5.634980676;25-03-2007;58;34.0878;6.585394038
34;3.470174483;26-03-2007;50;38.301;5.634980676
42;5.381965881;27-03-2007;34;28.2943;3.470174483
19;5.296908462;28-03-2007;42;10.226;5.381965881
29;3.68899824;29-03-2007;19;5.0901;5.296908462
14;6.671601291;30-03-2007;29;5.324;3.68899824
13;1.830622238;31-03-2007;14;1.1216;6.671601291
14;2.308279158;01-04-2007;13;0.0846;1.830622238
4;1.527116427;02-04-2007;14;1.2553;2.308279158
7;0.293649674;03-04-2007;4;1.253;1.527116427
19;1.822724221;04-04-2007;7;4.0321;0.293649674
36;3.060554261;05-04-2007;19;7.6091;1.822724221
46;4.963312466;06-04-2007;36;18.5763;3.060554261
27;5.297035998;07-04-2007;46;25.9868;4.963312466
24;2.463507266;08-04-2007;27;5.664;5.297035998
20;0.710220617;09-04-2007;24;2.5735;2.463507266
27;0.451777783;10-04-2007;20;5.9726;0.710220617
17;0.505972453;11-04-2007;27;4.0815;0.451777783
18;0.354760932;12-04-2007;17;2.0192;0.505972453
18;1.18177611;13-04-2007;18;3.8256;0.354760932
46;1.300680983;14-04-2007;18;2.9247;1.18177611
47;3.767457724;15-04-2007;46;25.765;1.300680983
66;6.28509302;16-04-2007;47;18.8163;3.767457724
63;8.675727377;17-04-2007;66;19.5667;6.28509302
71;11.72059552;18-04-2007;63;16.9606;8.675727377
36;9.459118984;19-04-2007;71;25.0292;11.72059552
16;2.004313101;20-04-2007;36;21.9244;9.459118984
29;1.425348006;21-04-2007;16;9.378;2.004313101
34;3.999387663;22-04-2007;29;20.9171;1.425348006
41;8.062045152;23-04-2007;34;18.0699;3.999387663
13;9.383387586;24-04-2007;41;23.4002;8.062045152
6;1.352615658;25-04-2007;13;5.8245;9.383387586
10;4.062512741;26-04-2007;6;0.0122;1.352615658
5;3.835321886;27-04-2007;10;0.5036;4.062512741
25;4.75071929;28-04-2007;5;0.266;3.835321886
14;4.623768217;29-04-2007;25;2.8832;4.75071929
3;10.6993851;30-04-2007;14;3.242;4.623768217
10;7.966960338;01-05-2007;3;1.531;10.6993851
8;0.55881554;03-05-2007;0;0;0
6;1.507435797;04-05-2007;8;0.0671;0.55881554
25;3.613527787;05-05-2007;6;0.3001;1.507435797
33;7.035191123;06-05-2007;25;10.87;3.613527787
49;8.562099067;07-05-2007;33;6.5719;7.035191123
46;8.994496259;08-05-2007;49;14.4145;8.562099067
53;13.56559358;09-05-2007;46;11.8473;8.994496259
29;12.6166719;10-05-2007;53;14.8124;13.56559358
29;10.04782154;11-05-2007;29;5.9682;12.6166719
50;13.2492419;12-05-2007;29;4.8131;10.04782154
25;17.78434636;13-05-2007;50;19.3946;13.2492419
42;15.80490209;14-05-2007;25;5.2416;17.78434636
33;15.57032895;15-05-2007;42;2.8201;15.80490209
44;15.04494598;16-05-2007;33;9.4877;15.57032895
63;19.787123;17-05-2007;44;6.21;15.04494598
44;15.61086535;18-05-2007;63;32.2342;19.787123
50;16.59411834;19-05-2007;44;11.1685;15.61086535
36;5.756522516;20-05-2007;50;6.5502;16.59411834
29;9.636538623;21-05-2007;36;9.2912;5.756522516
11;9.333731857;22-05-2007;29;2.682;9.636538623
14;6.24617208;23-05-2007;11;0.043;9.333731857
12;2.919402014;24-05-2007;14;0.9631;6.24617208
5;10.5177392;25-05-2007;12;1.0805;2.919402014
11;0.78977871;26-05-2007;5;1.5215;10.5177392
8;4.620215259;27-05-2007;11;0.3951;0.78977871
26;7.790224392;28-05-2007;8;3.1122;4.620215259
30;11.30682877;29-05-2007;26;1.5059;7.790224392
17;12.91244153;30-05-2007;30;9.5424;11.30682877
35;12.51897872;31-05-2007;17;5.644;12.91244153
38;13.93220602;01-06-2007;35;11.8064;12.51897872
54;17.84558117;02-06-2007;38;27.884;13.93220602
43;16.54161259;03-06-2007;54;32.0557;17.84558117
52;13.52034093;04-06-2007;43;41.9849;16.54161259
36;16.55745553;05-06-2007;52;4.5641;13.52034093
72;18.95610984;06-06-2007;36;33.3745;16.55745553
63;16.98743449;07-06-2007;72;64.8421;18.95610984
51;15.10234097;08-06-2007;63;16.461;16.98743449
74;15.35926085;09-06-2007;51;5.1575;15.10234097
29;11.67804973;10-06-2007;74;27.9285;15.35926085
53;11.2322655;11-06-2007;29;11.9217;11.67804973
38;11.9535879;12-06-2007;53;30.5245;11.2322655
27;19.56420495;13-06-2007;38;9.7641;11.9535879
6;6.593382773;14-06-2007;27;9.1723;19.56420495
13;1.525748958;15-06-2007;6;0.2233;6.593382773
2;2.395548553;16-06-2007;13;2.4468;1.525748958
8;1.273580462;17-06-2007;2;0.051;2.395548553
10;3.398059533;18-06-2007;8;1.0972;1.273580462
6;8.552881945;19-06-2007;10;4.238;3.398059533
22;7.603739896;20-06-2007;6;0.057;8.552881945
18;9.957254376;21-06-2007;22;8.94;7.603739896
47;12.43333119;22-06-2007;18;12.5514;9.957254376
48;12.46717884;23-06-2007;47;22.9423;12.43333119
49;12.75437844;24-06-2007;48;36.5039;12.46717884
35;14.96053638;25-06-2007;49;55.7518;12.75437844
41;14.95723039;26-06-2007;35;3.9553;14.96053638
45;13.61252597;27-06-2007;41;15.8832;14.95723039
65;16.89209086;28-06-2007;45;102.4363;13.61252597
59;15.38216579;29-06-2007;65;18.9112;16.89209086
62;17.03416922;30-06-2007;59;22.1366;15.38216579
35;21.2668033;01-07-2007;62;23.167;17.03416922
48;17.11346708;02-07-2007;35;149.0547;21.2668033
36;21.85145422;03-07-2007;48;20.0771;17.11346708
57;26.74420068;04-07-2007;36;7.6463;21.85145422
72;28.22008197;05-07-2007;57;111.1777;26.74420068
63;22.39291163;06-07-2007;72;572.7236;28.22008197
60;26.09747337;07-07-2007;63;30.0655;22.39291163
76;24.76983415;08-07-2007;60;32.2203;26.09747337
122;36.95927078;09-07-2007;76;21.2004;24.76983415
119;29.10302868;10-07-2007;122;189.5202;36.95927078
89;24.74080639;11-07-2007;119;33.2783;29.10302868
97;22.45130194;12-07-2007;89;513.8826;24.74080639
83;24.31989104;13-07-2007;97;45.8327;22.45130194
84;26.57109525;14-07-2007;83;58.6818;24.31989104
36;21.74178504;15-07-2007;84;66.3846;26.57109525
28;19.31094994;16-07-2007;36;8.9315;21.74178504
55;15.80673235;17-07-2007;28;27.0953;19.31094994
70;22.2539979;18-07-2007;55;20.7538;15.80673235
50;27.8917204;19-07-2007;70;13.3507;22.2539979
73;24.66962601;20-07-2007;50;31.229;27.8917204
88;27.06579623;21-07-2007;73;67.8663;24.66962601
58;23.75562215;22-07-2007;88;40.89865;27.06579623
28;14.42168984;23-07-2007;58;17.0223;23.75562215
40;19.93948639;24-07-2007;28;9.367;14.42168984
72;22.58538595;25-07-2007;40;31.2011;19.93948639
63;27.25181991;26-07-2007;72;22.3053;22.58538595
101;32.11584326;27-07-2007;63;30.0001;27.25181991
97;28.50627954;28-07-2007;101;275.6057;32.11584326
170;26.92271252;29-07-2007;97;352.1561;28.50627954
144;32.01530961;30-07-2007;170;2096.3176;26.92271252
93;33.31481384;31-07-2007;144;417.8866;32.01530961
80;24.47213832;01-08-2007;93;55.3453;33.31481384
103;24.38780606;02-08-2007;80;82.3114;24.47213832
155;30.73339019;03-08-2007;103;33.2926;24.38780606
144;30.99647738;04-08-2007;155;138.489;30.73339019
105;24.40736299;05-08-2007;144;55.5659;30.99647738
105;25.38465695;06-08-2007;105;53.0889;24.40736299
109;24.78808173;07-08-2007;105;170.2111;25.38465695
152;22.9872197;08-08-2007;109;45.7026;24.78808173
120;25.62742178;09-08-2007;152;43.7998;22.9872197
133;25.51063925;10-08-2007;120;105.3947;25.62742178
117;24.60689233;11-08-2007;133;88.8659;25.51063925
83;23.28026085;12-08-2007;117;93.124;24.60689233
85;20.79553162;13-08-2007;83;44.8527;23.28026085
104;21.93440859;14-08-2007;85;49.4802;20.79553162
40;15.51326466;15-08-2007;104;151.3163;21.93440859
48;19.93408767;16-08-2007;40;16.8941;15.51326466
73;24.46167976;17-08-2007;48;20.5632;19.93408767
105;31.1240367;18-08-2007;73;79.3252;24.46167976
145;34.67841133;19-08-2007;105;140.9537;31.1240367
158;36.29875751;20-08-2007;145;260.2487;34.67841133
198;39.52687611;21-08-2007;158;4137.2934;36.29875751
170;35.15782301;22-08-2007;198;1461.1037;39.52687611
208;29.16290155;23-08-2007;170;232.1861;35.15782301
233;33.8144692;24-08-2007;208;563.415;29.16290155
214;30.19127664;25-08-2007;233;324.3279;33.8144692
60;2.950383784;26-08-2007;214;275.8026;30.19127664
64;11.22805295;27-08-2007;60;34.2975;2.950383784
72;13.8577633;28-08-2007;64;23.2848;11.22805295
44;13.40510041;29-08-2007;72;163.1484;13.8577633
102;20.10057058;30-08-2007;44;9.465;13.40510041
148;30.61023456;31-08-2007;102;66.0896;20.10057058
162;25.51112211;01-09-2007;148;84.7062;30.61023456
144;25.05865282;02-09-2007;162;49.4779;25.51112211
141;24.20221896;03-09-2007;144;226.6652;25.05865282
136;30.50651458;04-09-2007;141;393.3786;24.20221896
180;36.08422973;05-09-2007;136;125.6226;30.50651458
256;31.87331826;06-09-2007;180;289.0598;36.08422973
180;28.27840912;07-09-2007;256;3074.0533;31.87331826
185;24.23533523;08-09-2007;180;401.3081;28.27840912
141;20.96272834;09-09-2007;185;115.4195;24.23533523
164;24.01596137;10-09-2007;141;227.2065;20.96272834
226;26.40302441;11-09-2007;164;171.656;24.01596137
139;22.98426262;12-09-2007;226;221.7282;26.40302441
141;17.10343828;13-09-2007;139;151.5498;22.98426262
105;14.64484683;14-09-2007;141;53.8574;17.10343828
148;19.02158379;15-09-2007;105;62.0956;14.64484683
165;13.08422099;16-09-2007;148;158.9284;19.02158379
49;0.840415689;17-09-2007;165;60.7782;13.08422099
81;5.637372577;18-09-2007;49;10.7984;0.840415689
122;12.96038663;19-09-2007;81;41.0125;5.637372577
128;13.53463658;20-09-2007;122;85.9982;12.96038663
77;15.26792635;21-09-2007;128;36.9926;13.53463658
118;16.58780697;22-09-2007;77;32.0301;15.26792635
112;14.23466928;23-09-2007;118;71.519;16.58780697
125;19.55438506;24-09-2007;112;39.5617;14.23466928
122;22.64652709;25-09-2007;125;60.6829;19.55438506
186;23.83748611;26-09-2007;122;218.3309;22.64652709
164;22.32642061;27-09-2007;186;120.7823;23.83748611
181;23.30815533;28-09-2007;164;110.5205;22.32642061
123;24.61260424;29-09-2007;181;187.1904;23.30815533
16;0.402421742;30-09-2007;123;91.4401;24.61260424
36;2.48693196;01-10-2007;16;2.6169;0.402421742
23;2.844168219;02-10-2007;36;10.3826;2.48693196
11;0.409964345;03-10-2007;23;0.2995;2.844168219
