NIR;FWI;DataAlerta;NIRAnt;AAAnt;FWIAnt
225;26.50465976;02-10-2010;140;326.1038;20.80110308
38;9.964941392;03-10-2010;225;895.7803;26.50465976
23;1.898864155;04-10-2010;38;82.8399;9.964941392
65;4.553217516;05-10-2010;23;5.175;1.898864155
15;8.008301344;06-10-2010;65;67.5843;4.553217516
37;10.0584903;07-10-2010;15;10.0109;8.008301344
2;5.96113841;08-10-2010;37;158.1064;10.0584903
1;0.269380675;10-10-2010;0;0;0
12;0.712670758;11-10-2010;1;0.005;0.269380675
19;0.973826535;12-10-2010;12;7.3591;0.712670758
34;2.764455913;13-10-2010;19;16.5277;0.973826535
46;3.137594443;14-10-2010;34;68.2551;2.764455913
46;3.903361185;15-10-2010;46;23.1873;3.137594443
63;4.128376038;16-10-2010;46;29.9724;3.903361185
75;7.337898791;17-10-2010;63;49.9341;4.128376038
128;8.889513967;18-10-2010;75;42.1405;7.337898791
121;9.755623681;19-10-2010;128;118.9771;8.889513967
96;8.405619022;20-10-2010;121;218.5497;9.755623681
110;9.692797499;21-10-2010;96;199.4853;8.405619022
87;7.618856381;22-10-2010;110;124.1935;9.692797499
118;8.401642754;23-10-2010;87;126.3838;7.618856381
81;11.56120569;24-10-2010;118;66.6648;8.401642754
31;9.938225526;25-10-2010;81;163.7362;11.56120569
95;9.383917625;26-10-2010;31;47.6645;9.938225526
96;10.1461553;27-10-2010;95;32.1202;9.383917625
158;12.24404684;28-10-2010;96;475.5764;10.1461553
17;0.023668044;29-10-2010;158;765.0906;12.24404684
1;0.000257435;30-10-2010;17;35.378;0.023668044
1;0.052615282;31-10-2010;1;0;0.000257435
5;5.89337613;01-11-2010;1;0.01;0.052615282
3;2.815884858;02-11-2010;5;0.4301;5.89337613
4;2.746116424;03-11-2010;3;0.012;2.815884858
16;2.2128815;04-11-2010;4;0.362;2.746116424
17;3.691591725;05-11-2010;16;2.953;2.2128815
16;3.300200864;06-11-2010;17;4.7666;3.691591725
16;5.919106611;07-11-2010;16;19.8149;3.300200864
2;2.585782793;10-11-2010;0;0;0
4;1.291333015;11-11-2010;2;1.0008;2.585782793
8;2.63518331;12-11-2010;4;4.0102;1.291333015
7;5.746436925;13-11-2010;8;0.581;2.63518331
1;0.2506402;14-11-2010;7;0.3881;5.746436925
1;0.29876808;15-11-2010;1;0.001;0.2506402
3;1.015231346;16-11-2010;1;0.0003;0.29876808
1;0.012902048;17-11-2010;3;0.012;1.015231346
2;0.198977638;21-11-2010;0;0;0
2;0.673141256;22-11-2010;2;0.12;0.198977638
2;0.026770978;23-11-2010;2;1.002;0.673141256
4;0.398610991;25-11-2010;0;0;0
1;1.696472071;26-11-2010;4;0.1615;0.398610991
6;2.31300484;27-11-2010;1;1.2;1.696472071
2;1.157679896;28-11-2010;6;0.085;2.31300484
1;0.001537763;09-12-2010;0;0;0
3;0.420514963;10-12-2010;1;0;0.001537763
1;0.36319655;11-12-2010;3;0.35;0.420514963
1;0.289484762;12-12-2010;1;0.01;0.36319655
7;3.422367011;15-12-2010;0;0;0
15;2.837165361;16-12-2010;7;1.296;3.422367011
9;1.655020002;17-12-2010;15;8.2805;2.837165361
7;2.087411716;18-12-2010;9;13.535;1.655020002
7;1.418920377;19-12-2010;7;1.957;2.087411716
1;0.008798229;21-12-2010;0;0;0
1;0.000250157;22-12-2010;1;0.01;0.008798229
1;0.050979607;23-12-2010;1;0.03;0.000250157
4;0.334396929;25-12-2010;0;0;0
17;0.494607193;26-12-2010;4;0.19;0.334396929
5;0.444633688;27-12-2010;17;24.015;0.494607193
1;0.203338127;29-12-2010;0;0;0
1;0.129545477;31-12-2010;0;0;0
1;0.075682247;01-01-2011;1;0.005;0.129545477
1;0.00325206;09-01-2011;0;0;0
1;0.375099749;15-01-2011;0;0;0
1;0.06932252;18-01-2011;0;0;0
2;0.0067358;19-01-2011;1;0.001;0.06932252
4;0.43675652;20-01-2011;2;0.015;0.0067358
12;1.590553358;21-01-2011;4;0.1801;0.43675652
35;4.434221068;22-01-2011;12;13.0461;1.590553358
34;4.380255867;23-01-2011;35;163.3397;4.434221068
43;5.194925166;24-01-2011;34;32.956;4.380255867
38;3.755470656;25-01-2011;43;226.4525;5.194925166
44;2.856121217;26-01-2011;38;27.1593;3.755470656
10;0.84954779;27-01-2011;44;35.6123;2.856121217
7;0.141672843;28-01-2011;10;2.575;0.84954779
3;0.14176799;29-01-2011;7;21.7555;0.141672843
17;0.314786431;30-01-2011;3;0.0902;0.14176799
16;0.734700893;31-01-2011;17;6.0011;0.314786431
15;1.166860383;01-02-2011;16;36.2731;0.734700893
25;1.378785857;02-02-2011;15;10.9565;1.166860383
21;1.798088881;03-02-2011;25;37.165;1.378785857
22;1.679584354;04-02-2011;21;4.8112;1.798088881
55;1.453386559;05-02-2011;22;18.9403;1.679584354
53;2.305768044;06-02-2011;55;90.5956;1.453386559
58;2.763452573;07-02-2011;53;478.217319;2.305768044
46;4.289590112;08-02-2011;58;172.8381;2.763452573
6;2.072866465;09-02-2011;46;47.0101;4.289590112
14;1.498534833;10-02-2011;6;0.1792;2.072866465
18;2.787355971;11-02-2011;14;2.522;1.498534833
7;2.047595224;12-02-2011;18;13.329;2.787355971
1;0.211274557;21-02-2011;0;0;0
1;0.105686787;23-02-2011;0;0;0
4;0.431917156;24-02-2011;1;0.01;0.105686787
9;0.787051649;25-02-2011;4;0.8006;0.431917156
10;1.547135168;26-02-2011;9;7.99;0.787051649
40;4.422242984;27-02-2011;10;3.788;1.547135168
24;4.641398485;28-02-2011;40;22.825;4.422242984
51;4.518943744;01-03-2011;24;47.05615;4.641398485
44;4.455469829;02-03-2011;51;139.7915;4.518943744
66;4.762846459;03-03-2011;44;26.772;4.455469829
65;5.085572035;04-03-2011;66;167.963;4.762846459
50;6.153432204;05-03-2011;65;94.1293;5.085572035
52;3.451878863;06-03-2011;50;45.915;6.153432204
94;3.78584668;07-03-2011;52;64.3768;3.451878863
69;5.778245245;08-03-2011;94;90.4541;3.78584668
50;6.128874584;09-03-2011;69;52.4976;5.778245245
87;4.998257806;10-03-2011;50;100.2895;6.128874584
66;5.953761211;11-03-2011;87;178.75;4.998257806
1;0.928706097;12-03-2011;66;104.6147;5.953761211
1;0.009111063;13-03-2011;1;0.0005;0.928706097
1;1.94E-05;14-03-2011;1;0.001;0.009111063
2;0.149573685;15-03-2011;1;0.01;1.94E-05
3;0.550451332;16-03-2011;2;0.07;0.149573685
3;0.723518885;17-03-2011;3;1.2055;0.550451332
15;0.384858755;18-03-2011;3;0.574;0.723518885
44;1.526818843;19-03-2011;15;10.0876;0.384858755
37;3.118938005;20-03-2011;44;28.4785;1.526818843
107;6.390795643;21-03-2011;37;52.4705;3.118938005
89;7.485580305;22-03-2011;107;282.8746;6.390795643
121;9.419506792;23-03-2011;89;226.2197;7.485580305
26;1.726217711;24-03-2011;121;367.0826;9.419506792
19;1.237180018;25-03-2011;26;6.826;1.726217711
2;3.119083709;26-03-2011;19;12.899;1.237180018
1;7.455149828;27-03-2011;2;0.53;3.119083709
1;1.704183037;28-03-2011;1;0.005;7.455149828
1;0.040096771;29-03-2011;1;0.0002;1.704183037
4;0.307100532;30-03-2011;1;0.001;0.040096771
7;0.59384826;31-03-2011;4;0.0168;0.307100532
56;6.335507435;01-04-2011;7;0.9505;0.59384826
6;2.394882239;02-04-2011;56;84.3088;6.335507435
29;4.504565397;03-04-2011;6;1.825;2.394882239
42;4.639306387;04-04-2011;29;17.275;4.504565397
67;6.705915086;05-04-2011;42;23.7867;4.639306387
62;11.94687127;06-04-2011;67;142.9591;6.705915086
68;10.97517135;07-04-2011;62;324.1976;11.94687127
82;13.79610923;08-04-2011;68;49.9588;10.97517135
59;9.350249531;09-04-2011;82;126.7543;13.79610923
82;10.72491877;10-04-2011;59;49.7436;9.350249531
71;10.8226497;11-04-2011;82;173.4897;10.72491877
80;12.06909638;12-04-2011;71;97.7986;10.8226497
59;10.61593085;13-04-2011;80;104.1284;12.06909638
82;12.06780501;14-04-2011;59;56.6227;10.61593085
97;15.86537452;15-04-2011;82;220.1673;12.06780501
102;16.06673598;16-04-2011;97;57.1035;15.86537452
92;15.48721949;17-04-2011;102;95.9678;16.06673598
70;18.32459396;18-04-2011;92;126.8126;15.48721949
1;0.040865885;19-04-2011;70;275.0456;18.32459396
1;0.010080885;23-04-2011;0;0;0
3;0.683831303;24-04-2011;1;0.001;0.010080885
14;1.809820406;25-04-2011;3;1.081;0.683831303
15;5.212689134;26-04-2011;14;22.4826;1.809820406
29;7.444326898;27-04-2011;15;5.9825;5.212689134
29;5.994450883;28-04-2011;29;9.8897;7.444326898
15;5.224453666;29-04-2011;29;3.0963;5.994450883
1;0.074705105;02-05-2011;0;0;0
10;0.564510475;03-05-2011;1;0.1;0.074705105
11;1.023078814;04-05-2011;10;0.791;0.564510475
20;2.471176136;05-05-2011;11;0.3252;1.023078814
21;6.093907438;06-05-2011;20;3.88625;2.471176136
6;1.79078848;07-05-2011;21;2.7543;6.093907438
8;2.769727121;08-05-2011;6;0.063;1.79078848
17;3.755964193;09-05-2011;8;0.8101;2.769727121
15;5.450484544;10-05-2011;17;1.726;3.755964193
17;8.069901414;11-05-2011;15;7.1651;5.450484544
37;5.309737776;12-05-2011;17;10.366;8.069901414
36;7.295993564;13-05-2011;37;5.4024;5.309737776
58;9.448696802;14-05-2011;36;9.4617;7.295993564
134;16.84328336;15-05-2011;58;142.7976;9.448696802
70;13.70867067;16-05-2011;134;144.7448;16.84328336
26;2.904562643;17-05-2011;70;113.0653;13.70867067
14;2.880602871;18-05-2011;26;4.5885;2.904562643
12;0.345641542;19-05-2011;14;27.4715;2.880602871
14;0.71364183;20-05-2011;12;19.6559;0.345641542
18;2.441271207;21-05-2011;14;0.5901;0.71364183
30;3.975596519;22-05-2011;18;7.4185;2.441271207
39;7.172862683;23-05-2011;30;6.5775;3.975596519
46;8.238525352;24-05-2011;39;20.0324;7.172862683
66;9.607911915;25-05-2011;46;8.9287;8.238525352
44;5.705947578;26-05-2011;66;12.2152;9.607911915
45;3.391931325;27-05-2011;44;10.8115;5.705947578
34;4.084112386;28-05-2011;45;32.1697;3.391931325
20;1.306365517;29-05-2011;34;35.22506;4.084112386
6;0.124614729;30-05-2011;20;3.5835;1.306365517
28;1.939181768;31-05-2011;6;4.5005;0.124614729
79;8.669778901;01-06-2011;28;8.2633;1.939181768
97;12.00320389;02-06-2011;79;27.0895;8.669778901
85;10.76620797;03-06-2011;97;27.4139;12.00320389
102;11.10403889;04-06-2011;85;39.2016;10.76620797
96;12.13567679;05-06-2011;102;49.8298;11.10403889
57;7.543189908;06-06-2011;96;46.58755;12.13567679
54;8.974290234;07-06-2011;57;24.7196;7.543189908
72;9.36195973;08-06-2011;54;12.533;8.974290234
49;6.113295359;09-06-2011;72;118.17445;9.36195973
66;9.801960622;10-06-2011;49;31.1262;6.113295359
85;11.77159647;11-06-2011;66;41.1229;9.801960622
88;14.0279474;12-06-2011;85;20.5993;11.77159647
46;12.63661802;13-06-2011;88;23.9411;14.0279474
67;12.14593751;14-06-2011;46;5.6133;12.63661802
79;13.73007795;15-06-2011;67;22.4253;12.14593751
71;15.2136444;16-06-2011;79;38.3556;13.73007795
37;17.67066942;17-06-2011;71;21.4635;15.2136444
61;17.73780959;18-06-2011;37;10.9153;17.67066942
78;16.36809816;19-06-2011;61;16.5203;17.73780959
71;17.59593873;20-06-2011;78;17.7145;16.36809816
92;18.05026793;21-06-2011;71;22.80375;17.59593873
115;22.0686414;22-06-2011;92;385.3334;18.05026793
182;21.37005676;23-06-2011;115;149.6412;22.0686414
258;23.83730543;24-06-2011;182;82.0994;21.37005676
296;26.53199042;25-06-2011;258;228.6306;23.83730543
248;25.21254638;26-06-2011;296;444.4715;26.53199042
173;21.23716129;27-06-2011;248;222.3666;25.21254638
201;22.38953064;28-06-2011;173;144.11996;21.23716129
248;24.75050862;29-06-2011;201;522.6113;22.38953064
324;24.90387163;30-06-2011;248;285.666;24.75050862
238;24.61531478;01-07-2011;324;347.9368;24.90387163
171;27.71174595;02-07-2011;238;169.0058;24.61531478
129;24.23832035;03-07-2011;171;79.3554;27.71174595
150;21.12099929;04-07-2011;129;44.419;24.23832035
107;20.83822422;05-07-2011;150;33.7754;21.12099929
176;24.26143189;06-07-2011;107;16.2442;20.83822422
192;28.47851355;07-07-2011;176;238.2837;24.26143189
70;24.68389561;08-07-2011;192;82.8479;28.47851355
54;19.30864422;09-07-2011;70;53.01721;24.68389561
70;16.44282765;10-07-2011;54;16.85342;19.30864422
57;18.63577039;11-07-2011;70;20.24683;16.44282765
107;21.93599649;12-07-2011;57;14.4639;18.63577039
145;23.93404971;13-07-2011;107;39.7691;21.93599649
122;23.5348147;14-07-2011;145;69.3821;23.93404971
137;23.98793949;15-07-2011;122;58.5149;23.5348147
133;27.65918343;16-07-2011;137;145.0348;23.98793949
145;30.7701564;17-07-2011;133;90.4279;27.65918343
92;26.24499432;18-07-2011;145;182.98091;30.7701564
84;29.03375559;19-07-2011;92;43.35028;26.24499432
136;28.93173004;20-07-2011;84;2538.5222;29.03375559
166;30.05162352;21-07-2011;136;152.9753;28.93173004
180;28.07424096;22-07-2011;166;92.6837;30.05162352
210;24.71926473;23-07-2011;180;175.54041;28.07424096
284;28.28391149;24-07-2011;210;592.0813;24.71926473
244;31.50919952;25-07-2011;284;778.7994;28.28391149
226;30.37121741;26-07-2011;244;865.31671;31.50919952
328;34.06375713;27-07-2011;226;2409.8777;30.37121741
384;31.88769953;28-07-2011;328;1518.1096;34.06375713
274;30.60416757;29-07-2011;384;1233.1196;31.88769953
230;25.65916265;30-07-2011;274;132.1346;30.60416757
230;26.70992303;31-07-2011;230;392.3038;25.65916265
89;21.12560223;01-08-2011;230;246.6382;26.70992303
80;7.732147081;02-08-2011;89;34.7281;21.12560223
141;10.68951031;03-08-2011;80;9.3329;7.732147081
138;20.14566907;04-08-2011;141;45.9384;10.68951031
123;17.24061553;05-08-2011;138;65.8571;20.14566907
48;11.0815799;06-08-2011;123;58.3796;17.24061553
92;16.78576826;07-08-2011;48;18.2912;11.0815799
110;23.75652539;08-08-2011;92;41.2192;16.78576826
216;31.37708274;09-08-2011;110;176.9552;23.75652539
268;31.45944777;10-08-2011;216;442.3895;31.37708274
309;29.31848314;11-08-2011;268;668.7216;31.45944777
303;29.99376129;12-08-2011;309;2049.8625;29.31848314
251;24.16381273;13-08-2011;303;1864.1281;29.99376129
223;23.29584449;14-08-2011;251;588.8652;24.16381273
190;18.99472956;15-08-2011;223;201.3198;23.29584449
159;19.09380216;16-08-2011;190;1964.1108;18.99472956
205;20.72572231;17-08-2011;159;549.5971;19.09380216
200;21.62677537;18-08-2011;205;2294.5255;20.72572231
259;25.49203661;19-08-2011;200;932.0977;21.62677537
304;30.16854359;20-08-2011;259;2990.0341;25.49203661
249;25.36937433;21-08-2011;304;1848.9056;30.16854359
38;9.281410767;22-08-2011;249;521.2153;25.36937433
39;13.30179265;23-08-2011;38;15.3898;9.281410767
73;18.98439774;24-08-2011;39;8.3712;13.30179265
59;23.24790468;25-08-2011;73;78.4226;18.98439774
54;24.19213293;26-08-2011;59;30.9556;23.24790468
101;21.13400734;27-08-2011;54;37.2432;24.19213293
132;24.87504933;28-08-2011;101;155.2762;21.13400734
123;24.45478814;29-08-2011;132;422.1413;24.87504933
98;27.44966224;30-08-2011;123;155.467;24.45478814
35;17.94287073;31-08-2011;98;706.298;27.44966224
9;0.361743847;01-09-2011;35;211.3563;17.94287073
4;0.927233433;02-09-2011;9;1.5295;0.361743847
20;2.60550729;03-09-2011;4;1.98;0.927233433
27;8.2033868;04-09-2011;20;4.9396;2.60550729
35;9.431630495;05-09-2011;27;5.9896;8.2033868
70;11.77434447;06-09-2011;35;24.5903;9.431630495
95;18.61404566;07-09-2011;70;23.3271;11.77434447
76;14.76178532;08-09-2011;95;91.252;18.61404566
127;20.4581726;09-09-2011;76;54.7687;14.76178532
74;13.62109359;10-09-2011;127;1470.5842;20.4581726
54;13.53809482;11-09-2011;74;110.2105;13.62109359
54;13.30708797;12-09-2011;54;141.2954;13.53809482
87;15.77250546;13-09-2011;54;22.536;13.30708797
116;16.55116913;14-09-2011;87;100.87455;15.77250546
120;16.7197669;15-09-2011;116;294.9348;16.55116913
110;10.85709185;16-09-2011;120;267.4069;16.7197669
109;14.80380477;17-09-2011;110;120.2124;10.85709185
215;26.21964023;18-09-2011;109;164.9841;14.80380477
155;22.14898654;19-09-2011;215;690.3564;26.21964023
156;22.6505944;20-09-2011;155;83.6135;22.14898654
124;19.74274772;21-09-2011;156;235.2328;22.6505944
128;17.6335939;22-09-2011;124;383.5449;19.74274772
94;19.71330468;23-09-2011;128;81.9538;17.6335939
119;15.07892817;24-09-2011;94;66.33345;19.71330468
147;14.12191427;25-09-2011;119;88.2366;15.07892817
142;18.38109689;26-09-2011;147;106.4126;14.12191427
148;17.89125025;27-09-2011;142;915.9777;18.38109689
110;19.14173391;28-09-2011;148;512.2762;17.89125025
181;23.54810246;29-09-2011;110;72.3001;19.14173391
178;23.93540569;30-09-2011;181;200.4116;23.54810246
257;32.62243643;01-10-2011;178;178.78702;23.93540569
323;29.53128915;02-10-2011;257;1595.8391;32.62243643
259;22.96071965;03-10-2011;323;855.0005;29.53128915
275;28.74345021;04-10-2011;259;2481.9819;22.96071965
278;25.77042456;05-10-2011;275;1100.27;28.74345021
364;35.92883976;06-10-2011;278;2429.2692;25.77042456
355;36.03489654;07-10-2011;364;2689.9925;35.92883976
368;30.31647586;08-10-2011;355;2329.2287;36.03489654
436;29.85054516;09-10-2011;368;1634.4101;30.31647586
379;28.75665844;10-10-2011;436;725.4238;29.85054516
372;27.07583553;11-10-2011;379;533.43521;28.75665844
395;28.07574041;12-10-2011;372;323.7787;27.07583553
435;32.36495696;13-10-2011;395;1049.0583;28.07574041
441;33.37932554;14-10-2011;435;1723.4151;32.36495696
457;30.38825831;15-10-2011;441;1703.3434;33.37932554
420;28.3969434;16-10-2011;457;1020.4088;30.38825831
365;26.30665033;17-10-2011;420;841.8125;28.3969434
316;25.11464701;18-10-2011;365;672.3529;26.30665033
287;28.05760915;19-10-2011;316;730.1924;25.11464701
416;29.85273264;20-10-2011;287;747.8689;28.05760915
465;26.57478521;21-10-2011;416;698.1888;29.85273264
510;25.8687581;22-10-2011;465;649.9902;26.57478521
284;21.25949701;23-10-2011;510;1631.5206;25.8687581
18;2.266704845;24-10-2011;284;634.573;21.25949701
10;3.078589595;25-10-2011;18;6.7447;2.266704845
6;14.08195989;26-10-2011;10;4.0323;3.078589595
3;0.023585881;27-10-2011;6;1.566;14.08195989
21;1.167481131;28-10-2011;3;0.0896;0.023585881
41;4.083546221;29-10-2011;21;15.8233;1.167481131
57;5.30042878;30-10-2011;41;18.1741;4.083546221
82;7.844157513;31-10-2011;57;34.0179;5.30042878
15;1.054903486;01-11-2011;82;90.9424;7.844157513
2;0.369526249;02-11-2011;15;11.5135;1.054903486
1;0.136090594;03-11-2011;2;3.01;0.369526249
1;5.05E-05;04-11-2011;1;3;0.136090594
2;0.30531335;05-11-2011;1;0.002;5.05E-05
12;1.066973852;06-11-2011;2;0.3002;0.30531335
10;0.972099434;07-11-2011;12;42.7762;1.066973852
1;0.014244321;09-11-2011;0;0;0
1;0.329355586;10-11-2011;1;0.0003;0.014244321
1;0.219589317;11-11-2011;1;0.05;0.329355586
17;1.578214614;12-11-2011;1;1;0.219589317
13;1.240551827;13-11-2011;17;7.0235;1.578214614
3;0.050710077;14-11-2011;13;14.8903;1.240551827
2;0.22005139;15-11-2011;3;11;0.050710077
1;0.032911047;16-11-2011;2;0.001;0.22005139
5;0.416772842;17-11-2011;1;0.001;0.032911047
3;2.219167639;18-11-2011;5;0.0451;0.416772842
1;0.007664729;19-11-2011;3;1.681;2.219167639
1;0.003048076;22-11-2011;0;0;0
2;0.269904383;23-11-2011;1;0;0.003048076
2;0.491180882;24-11-2011;2;0;0.269904383
7;1.491456641;25-11-2011;2;0.06;0.491180882
4;1.269959527;26-11-2011;7;1.038201;1.491456641
7;1.661995841;27-11-2011;4;0.3102;1.269959527
10;1.624882562;28-11-2011;7;1.243;1.661995841
2;1.502861323;29-11-2011;10;5.934;1.624882562
4;1.591562562;30-11-2011;2;0.011;1.502861323
19;2.419743193;01-12-2011;4;1.031;1.591562562
2;2.872432973;02-12-2011;19;1.5925;2.419743193
6;2.812656748;03-12-2011;2;0.159;2.872432973
3;3.058625987;04-12-2011;6;0.048;2.812656748
2;2.103036229;05-12-2011;3;0.12;3.058625987
2;0.587869819;06-12-2011;2;0;2.103036229
5;2.196712425;07-12-2011;2;0.0001;0.587869819
6;1.525324809;08-12-2011;5;0.007;2.196712425
8;0.885549702;09-12-2011;6;0.005;1.525324809
1;2.670206579;10-12-2011;8;0.4322;0.885549702
2;0.422508311;14-12-2011;0;0;0
1;0.119681397;15-12-2011;2;0.1;0.422508311
1;0.001214215;16-12-2011;1;0;0.119681397
5;5.583858049;17-12-2011;1;0;0.001214215
3;3.185303899;18-12-2011;5;0.015;5.583858049
2;0.199836859;19-12-2011;3;0;3.185303899
3;2.990013696;20-12-2011;2;0.0002;0.199836859
4;1.502822319;21-12-2011;3;0.015;2.990013696
7;1.417378655;22-12-2011;4;0.0103;1.502822319
4;1.823904621;23-12-2011;7;4.52;1.417378655
17;3.902535383;24-12-2011;4;0.1101;1.823904621
11;3.119994675;25-12-2011;17;0.844;3.902535383
14;2.793144978;26-12-2011;11;3.61;3.119994675
20;2.782302518;27-12-2011;14;1.41;2.793144978
11;2.665884964;28-12-2011;20;8.1691;2.782302518
19;4.982511282;29-12-2011;11;2.751;2.665884964
26;2.529391023;30-12-2011;19;10.2325;4.982511282
19;3.636180176;31-12-2011;26;4.6131;2.529391023
10;3.075006663;01-01-2012;19;17.545;3.636180176
1;0.386588735;02-01-2012;10;0.9923;3.075006663
3;0.253630532;03-01-2012;1;0.001;0.386588735
2;7.947647148;04-01-2012;3;0.0112;0.253630532
10;4.294119616;05-01-2012;2;0.3005;7.947647148
10;2.399140015;06-01-2012;10;3.8613;4.294119616
17;3.298816668;07-01-2012;10;10.4;2.399140015
14;4.43102511;08-01-2012;17;1.5642;3.298816668
17;2.295665975;09-01-2012;14;1.3458;4.43102511
14;2.611966802;10-01-2012;17;12.0092;2.295665975
17;2.821331252;11-01-2012;14;10.6922;2.611966802
14;3.381604541;12-01-2012;17;7.5056;2.821331252
14;2.25015554;13-01-2012;14;2.938;3.381604541
7;4.919290984;14-01-2012;14;19.4263;2.25015554
2;0.512273093;17-01-2012;0;0;0
5;0.586452307;18-01-2012;2;2.01;0.512273093
7;1.639445813;19-01-2012;5;0.5283;0.586452307
8;2.527061909;20-01-2012;7;3.0015;1.639445813
10;1.686017581;21-01-2012;8;4.649;2.527061909
8;2.006027403;22-01-2012;10;4.3004;1.686017581
7;1.78578358;23-01-2012;8;2.6528;2.006027403
19;2.952086355;24-01-2012;7;23.7865;1.78578358
13;1.494244651;25-01-2012;19;6.8992;2.952086355
5;3.172381778;26-01-2012;13;2.1302;1.494244651
23;5.796734793;27-01-2012;5;1.565;3.172381778
32;2.582331824;28-01-2012;23;4.5847;5.796734793
37;2.93306705;29-01-2012;32;17.131;2.582331824
42;3.00829328;30-01-2012;37;66.6503;2.93306705
20;3.095763057;31-01-2012;42;47.5139;3.00829328
8;5.19369666;01-02-2012;20;4.4245;3.095763057
19;4.176459427;02-02-2012;8;3.5995;5.19369666
53;5.477328567;03-02-2012;19;8.7424;4.176459427
106;7.327304849;04-02-2012;53;84.71771;5.477328567
50;10.33463784;05-02-2012;106;160.6188;7.327304849
41;7.556843402;06-02-2012;50;78.3821;10.33463784
38;10.15602738;07-02-2012;41;22.09273;7.556843402
71;8.324716955;08-02-2012;38;21.4409;10.15602738
67;6.244597282;09-02-2012;71;145.0748;8.324716955
90;6.969240979;10-02-2012;67;61.18547;6.244597282
134;8.120599506;11-02-2012;90;64.5946;6.969240979
180;10.77996372;12-02-2012;134;174.93956;8.120599506
213;10.32778742;13-02-2012;180;465.4434;10.77996372
133;11.66595902;14-02-2012;213;359.66323;10.32778742
146;9.440374473;15-02-2012;133;261.55395;11.66595902
139;8.964277499;16-02-2012;146;189.0123;9.440374473
145;9.498373723;17-02-2012;139;467.86;8.964277499
177;6.721593832;18-02-2012;145;124.0522;9.498373723
150;7.119584573;19-02-2012;177;536.77049;6.721593832
186;9.791374815;20-02-2012;150;160.66349;7.119584573
241;7.83319157;21-02-2012;186;437.3921;9.791374815
217;8.505422859;22-02-2012;241;444.65144;7.83319157
313;11.54693602;23-02-2012;217;757.322;8.505422859
344;11.45438051;24-02-2012;313;1174.75755;11.54693602
329;11.75267937;25-02-2012;344;807.81761;11.45438051
199;10.3952416;26-02-2012;329;1408.11203;11.75267937
204;10.80141417;27-02-2012;199;655.67954;10.3952416
171;8.137873151;28-02-2012;204;1723.3823;10.80141417
206;8.478284789;29-02-2012;171;948.0804;8.137873151
186;8.556007446;01-03-2012;206;465.99977;8.478284789
139;7.396394699;02-03-2012;186;554.5483;8.556007446
33;4.636204574;03-03-2012;139;262.7724;7.396394699
8;8.3472437;04-03-2012;33;9.5307;4.636204574
38;6.954778758;05-03-2012;8;1.0227;8.3472437
50;7.987555394;06-03-2012;38;3.9659;6.954778758
47;5.493062884;07-03-2012;50;33.5513;7.987555394
89;7.969042106;08-03-2012;47;61.4949;5.493062884
170;13.90873261;09-03-2012;89;213.14701;7.969042106
237;15.28044008;10-03-2012;170;554.7672;13.90873261
233;16.02104184;11-03-2012;237;1007.34309;15.28044008
188;11.1963982;12-03-2012;233;2052.31958;16.02104184
130;11.29769623;13-03-2012;188;835.0611;11.1963982
184;12.96009822;14-03-2012;130;132.0713;11.29769623
163;12.55330606;15-03-2012;184;586.11031;12.96009822
70;8.134865629;16-03-2012;163;538.9232;12.55330606
39;7.047128603;17-03-2012;70;25.2843;8.134865629
27;9.362955173;18-03-2012;39;29.9658;7.047128603
78;12.42546365;19-03-2012;27;23.65;9.362955173
117;12.78490737;20-03-2012;78;84.5182;12.42546365
128;10.28915593;21-03-2012;117;164.03798;12.78490737
140;13.40876757;22-03-2012;128;187.639;10.28915593
243;20.89791368;23-03-2012;140;270.7352;13.40876757
158;13.66093471;24-03-2012;243;1006.0898;20.89791368
197;12.46015237;25-03-2012;158;192.18523;13.66093471
193;15.60053963;26-03-2012;197;522.22719;12.46015237
246;22.26052468;27-03-2012;193;1097.0807;15.60053963
337;27.27938823;28-03-2012;246;2713.0621;22.26052468
332;26.00070535;29-03-2012;337;2818.2312;27.27938823
292;20.72689035;30-03-2012;332;3818.3771;26.00070535
236;14.39777318;31-03-2012;292;1050.57634;20.72689035
148;12.69501075;01-04-2012;236;315.6399;14.39777318
85;8.145454431;02-04-2012;148;239.2562;12.69501075
87;6.152947571;03-04-2012;85;23.0874;8.145454431
102;10.06335623;04-04-2012;87;12.80321;6.152947571
95;13.46158891;05-04-2012;102;61.4356;10.06335623
24;4.116535789;06-04-2012;95;24.9784;13.46158891
23;3.115892357;07-04-2012;24;17.568;4.116535789
93;3.311709448;08-04-2012;23;7.3957;3.115892357
105;8.989134694;09-04-2012;93;17.7052;3.311709448
15;2.407155831;10-04-2012;105;217.8922;8.989134694
6;6.619001437;11-04-2012;15;0.8672;2.407155831
19;10.83204615;12-04-2012;6;1.0795;6.619001437
10;14.88632028;13-04-2012;19;10.88852;10.83204615
4;7.010247939;14-04-2012;10;44.3175;14.88632028
21;4.554370112;15-04-2012;4;1.0766;7.010247939
50;6.012893651;16-04-2012;21;14.5051;4.554370112
16;12.6898302;17-04-2012;50;44.7696;6.012893651
9;17.74086505;18-04-2012;16;12.3351;12.6898302
4;6.367017776;19-04-2012;9;0.4133;17.74086505
